,mmsi,basedatetime,lat,lon,sog,cog,heading,vesselname,imo,callsign,vesseltype,vesselstatus,vessellength,vesselwidth,draft,cargo,geom,id,geometry,distance
6695,367412830,2016-01-12 20:07:45,44.19313,-124.25324,4.0,163.0,511.0,,,,,under way using engine,,,,,0101000020E610000080828B1535105FC030F0DC7BB8184640,8400834,POINT (399848.8601392797 4894087.309134911),49518.019591590506
6701,367412830,2016-01-12 23:54:34,44.1998,-124.24331,7.9,190.5,511.0,,,,,under way using engine,,,,,0101000020E61000008B321B64920F5FC0D3DEE00B93194640,8400929,POINT (400653.6166187526 4894816.108642139),48853.4569348351
7117,367412830,2016-01-12 23:48:45,44.19435,-124.24435,9.4,7.5,511.0,,,,,under way using engine,,,,,0101000020E6100000C4B12E6EA30F5FC022FDF675E0184640,8442411,POINT (400561.3487723846 4894212.021852903),49447.60098183654
7124,367412830,2016-01-12 23:57:05,44.19447,-124.24218,7.5,166.8,511.0,,,,,under way using engine,,,,,0101000020E6100000B3EF8AE07F0F5FC0CD069964E4184640,8443123,POINT (400734.9603598993 4894222.727070014),49451.640383746446
7225,367412830,2016-01-12 23:47:35,44.19144,-124.24433,7.5,2.9,511.0,,,,,under way using engine,,,,,0101000020E6100000A1DB4B1AA30F5FC0B8921D1B81184640,8451594,POINT (400558.0530583416 4893888.777132063),49769.46727855762
7226,367412830,2016-01-12 23:49:56,44.19721,-124.24439,8.8,-56.3,511.0,,,,,under way using engine,,,,,0101000020E61000000B5EF415A40F5FC0DA38622D3E194640,8451686,POINT (400562.9626311905 4894529.737311781),49131.1224309234
7231,367412830,2016-01-12 23:53:26,44.20125,-124.24444,5.2,70.3,511.0,,,,,under way using engine,,,,,0101000020E61000006475ABE7A40F5FC0F6285C8FC2194640,8452670,POINT (400565.7629496685 4894978.53056218),48684.14784964627
7241,367341970,2016-01-13 01:15:25,44.62583,-124.04195,7.6,102.6,103.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E61000004D840D4FAF025FC0876D8B321B504640,8454393,POINT (417345.607500472 4941914.19990328),20945.4843433284
7255,367412830,2016-01-12 23:55:56,44.19693,-124.24269,8.2,152.6,511.0,,,,,under way using engine,,,,,0101000020E61000003D44A33B880F5FC0F7CC920035194640,8455105,POINT (400698.3369906432 4894496.581322714),49175.64685181919
7256,367412830,2016-01-12 23:59:15,44.18994,-124.24152,9.9,191.4,511.0,,,,,under way using engine,,,,,0101000020E61000001D554D10750F5FC0E31934F44F184640,8455205,POINT (400780.101365995 4893718.772414039),49957.61080182589
7258,367412830,2016-01-12 23:52:24,44.19958,-124.24389,7.4,-99.2,511.0,,,,,under way using engine,,,,,0101000020E61000009274CDE49B0F5FC0C47762D68B194640,8455216,POINT (400606.9017394036 4894792.374094958),48873.1174034071
7950,367341970,2016-01-13 01:13:12,44.62712,-124.04806,7.4,89.0,91.0,MISS BERDIE,IMO8885884,WBT4452,1001,undefined,24.99,8.62,,,0101000020E6100000BB0F406A13035FC07155D97745504640,8527972,POINT (416862.7624489059 4942063.704118185),20453.075258065324
8070,367412830,2016-01-12 23:58:06,44.19234,-124.24187,10.6,195.8,511.0,,,,,under way using engine,,,,,0101000020E61000008CF84ECC7A0F5FC038DBDC989E184640,8538657,POINT (400756.1580545525 4893985.768556865),49689.544319809516
10389,367412830,2016-01-13 07:52:26,44.20509,-124.33366,8.1,-53.6,511.0,,,,,under way using engine,,,,,0101000020E6100000EFFE78AF5A155FC04A5E9D63401A4640,8703649,POINT (393443.7217476403 4895516.888392539),48066.99818516526
10391,367412830,2016-01-13 07:54:54,44.21028,-124.33551,6.5,-79.6,511.0,,,,,under way using engine,,,,,0101000020E6100000C85EEFFE78155FC05E807D74EA1A4640,8703716,POINT (393305.2810810986 4896095.756852844),47498.27632562139
10423,367412830,2016-01-13 07:58:04,44.21656,-124.3375,7.7,-56.9,511.0,,,,,under way using engine,,,,,0101000020E61000009A99999999155FC096CFF23CB81B4640,8705742,POINT (393157.6547686217 4896795.880701084),46809.90217654205
10434,367412830,2016-01-13 07:56:16,44.21295,-124.3364,8.1,-77.0,511.0,,,,,under way using engine,,,,,0101000020E6100000F697DD9387155FC073D712F2411B4640,8706162,POINT (393239.0023983595 4896393.477503598),47205.69224856879
10458,367412830,2016-01-13 07:47:04,44.19375,-124.32927,8.8,-53.0,511.0,,,,,under way using engine,,,,,0101000020E610000073637AC212155FC0CDCCCCCCCC184640,8707401,POINT (393774.0981640461 4894251.641300313),49310.72210300988
10594,367412830,2016-01-13 08:05:55,44.23198,-124.34264,8.0,2.1,511.0,,,,,under way using engine,,,,,0101000020E61000004B9352D0ED155FC0BDA94885B11D4640,8714907,POINT (392775.056956957 4898515.325435221),45124.529657205916
10615,367412830,2016-01-13 08:10:04,44.23522,-124.34317,1.4,32.0,511.0,,,,,under way using engine,,,,,0101000020E6100000F9BD4D7FF6155FC0BCAE5FB01B1E4640,8716885,POINT (392738.6165296948 4898875.894831714),44768.18775910748
10631,367412830,2016-01-13 08:02:34,44.2254,-124.34037,7.6,-56.4,511.0,,,,,under way using engine,,,,,0101000020E610000087A2409FC8155FC05B423EE8D91C4640,8717785,POINT (392944.4147693085 4897781.502834495),45842.64478512213
10646,367412830,2016-01-13 08:19:04,44.23838,-124.34096,1.5,29.9,511.0,,,,,under way using engine,,,,,0101000020E6100000A04FE449D2155FC09F02603C831E4640,8718741,POINT (392920.8329883031 4899224.002047244),44406.40282129761
10683,367412830,2016-01-13 08:22:46,44.23969,-124.34003,4.8,38.1,511.0,,,,,under way using engine,,,,,0101000020E61000002B6A300DC3155FC0D1967329AE1E4640,8721150,POINT (392997.4709149709 4899368.295737321),44256.508562754796
10725,367412830,2016-01-13 08:16:24,44.23747,-124.34165,2.5,-71.5,511.0,,,,,under way using engine,,,,,0101000020E61000006B2BF697DD155FC0FCE3BD6A651E4640,8723116,POINT (392864.0828979753 4899123.825378781),44510.80965839098
10733,367412830,2016-01-13 08:20:15,44.2388,-124.34068,5.0,20.1,511.0,,,,,under way using engine,,,,,0101000020E6100000AF997CB3CD155FC0742497FF901E4640,8723853,POINT (392943.953525054 4899270.287738656),44358.42614960258
10781,367412830,2016-01-13 08:27:46,44.24134,-124.33867,0.8,-81.1,511.0,,,,,under way using engine,,,,,0101000020E6100000B988EFC4AC155FC0BB9BA73AE41E4640,8725959,POINT (393109.0565860065 4899549.795358008),44066.94320618044
10782,367412830,2016-01-13 08:26:06,44.24075,-124.33914,1.6,32.4,511.0,,,,,under way using engine,,,,,0101000020E6100000FD304278B4155FC0894160E5D01E4640,8726003,POINT (393070.4587367242 4899484.87405034),44134.623914404496
10879,367412830,2016-01-13 07:45:55,44.19136,-124.32839,6.8,-81.7,511.0,,,,,under way using engine,,,,,0101000020E610000057957D5704155FC09CE1067C7E184640,8730797,POINT (393840.130900169 4893985.041013174),49573.396108492154
10900,367412830,2016-01-13 08:38:44,44.24478,-124.33553,1.8,77.9,511.0,,,,,under way using engine,,,,,0101000020E6100000EC34D25279155FC0815B77F3541F4640,8732786,POINT (393365.9976304107 4899927.804832641),43671.085218824446
10901,367412830,2016-01-13 07:51:14,44.20253,-124.33276,8.2,13.0,511.0,,,,,under way using engine,,,,,0101000020E6100000AF5A99F04B155FC0BD3AC780EC194640,8732857,POINT (393511.0176670999 4895231.375549948),48347.80128769775
10906,367412830,2016-01-13 08:40:05,44.24524,-124.33515,3.1,25.3,511.0,,,,,under way using engine,,,,,0101000020E61000004850FC1873155FC0E5D53906641F4640,8733011,POINT (393397.1693729122 4899978.405137872),43618.412653825006
10908,367412830,2016-01-13 08:43:26,44.2463,-124.33431,0.4,5.4,511.0,,,,,under way using engine,,,,,0101000020E6100000732EC55565155FC09D8026C2861F4640,8733038,POINT (393466.151582711 4900095.052651071),43497.252276207066
10931,367412830,2016-01-13 08:30:15,44.24208,-124.33793,3.2,-56.2,511.0,,,,,under way using engine,,,,,0101000020E6100000969526A5A0155FC00282397AFC1E4640,8734288,POINT (393169.4842062647 4899631.026554027),43981.38611780246
10981,367412830,2016-01-13 08:35:05,44.24358,-124.33654,1.9,54.2,511.0,,,,,under way using engine,,,,,0101000020E6100000EF7211DF89155FC0D7FA22A12D1F4640,8737417,POINT (393283.1850733436 4899795.829013843),43808.65676944503
10982,367412830,2016-01-13 08:45:45,44.24712,-124.33368,2.8,28.6,511.0,,,,,under way using engine,,,,,0101000020E610000013D55B035B155FC00118CFA0A11F4640,8737449,POINT (393517.9317908029 4900185.315585123),43403.66384517602
10983,367412830,2016-01-13 08:01:04,44.22239,-124.33937,6.7,-61.8,511.0,,,,,under way using engine,,,,,0101000020E610000096CFF23CB8155FC08D7A8846771C4640,8737550,POINT (393018.8333780129 4897445.869998842),46171.69161641025
11097,367412830,2016-01-13 08:36:15,44.24404,-124.33618,4.3,10.9,511.0,,,,,under way using engine,,,,,0101000020E61000006F641EF983155FC03A75E5B33C1F4640,8743324,POINT (393312.7611367444 4899846.45492488),43756.027377930724
11112,367412830,2016-01-13 08:41:26,44.24567,-124.33482,5.4,33.1,511.0,,,,,under way using engine,,,,,0101000020E6100000FD82DDB06D155FC0DDCD531D721F4640,8744292,POINT (393424.2943177941 4900025.738287752),43569.29844033245
11113,367412830,2016-01-13 08:44:36,44.24671,-124.33401,0.3,28.7,511.0,,,,,under way using engine,,,,,0101000020E61000005EA27A6B60155FC04FCC7A31941F4640,8744328,POINT (393490.8442326023 4900140.203528029),43450.51453634197
11153,367412830,2016-01-13 08:58:14,44.25113,-124.3302,2.4,13.8,511.0,,,,,under way using engine,,,,,0101000020E6100000E9482EFF21155FC0B285200725204640,8745981,POINT (393802.9959616076 4900626.212651365),42945.215752096934
11154,367412830,2016-01-13 08:59:24,44.25148,-124.32982,1.0,46.6,511.0,,,,,under way using engine,,,,,0101000020E6100000456458C51B155FC08ECC237F30204640,8745984,POINT (393833.9632936339 4900664.596885737),42904.99898814526
11186,367412830,2016-01-13 08:55:46,44.25036,-124.33085,1.8,-72.7,511.0,,,,,under way using engine,,,,,0101000020E61000006C787AA52C155FC0001DE6CB0B204640,8748184,POINT (393749.7162235201 4900541.527090918),43033.06152920656
11220,367412830,2016-01-13 08:51:44,44.24909,-124.33194,0.9,5.3,511.0,,,,,under way using engine,,,,,0101000020E6100000FE0E45813E155FC05DE15D2EE21F4640,8750677,POINT (393660.4054618177 4900401.875040411),43178.13491074303
11221,367412830,2016-01-13 08:52:55,44.24946,-124.33159,0.6,66.0,511.0,,,,,under way using engine,,,,,0101000020E6100000906B43C538155FC080D4264EEE1F4640,8750689,POINT (393689.0155350601 4900442.518938522),43135.72964098061
11248,367412830,2016-01-13 09:08:54,44.25435,-124.32743,1.3,12.3,511.0,,,,,under way using engine,,,,,0101000020E6100000AD6EF59CF4145FC06ADE718A8E204640,8752945,POINT (394029.924382256 4900980.289931928),42578.271123033235
11257,367412830,2016-01-13 09:06:25,44.25357,-124.32812,0.8,25.6,511.0,,,,,under way using engine,,,,,0101000020E6100000774A07EBFF145FC0959F54FB74204640,8753307,POINT (393973.4390169091 4900894.54350643),42667.13196113132
11265,367412830,2016-01-13 08:57:05,44.25077,-124.33052,1.3,15.0,511.0,,,,,under way using engine,,,,,0101000020E610000022AB5B3D27155FC0B2683A3B19204640,8753660,POINT (393776.8004457757 4900586.64018703),42986.339324453395
11275,367412830,2016-01-13 09:10:25,44.25478,-124.32703,2.6,24.6,511.0,,,,,under way using engine,,,,,0101000020E6100000E5B33C0FEE145FC062D68BA19C204640,8754363,POINT (394062.6290478483 4901027.535285076),42529.24717833164
11298,367412830,2016-01-13 09:14:15,44.25589,-124.32597,0.7,46.4,511.0,,,,,under way using engine,,,,,0101000020E6100000895E46B1DC145FC0CDAFE600C1204640,8756864,POINT (394149.2412591379 4901149.459566585),42402.7102403019
11299,367412830,2016-01-13 09:04:06,44.2529,-124.3287,1.5,60.9,511.0,,,,,under way using engine,,,,,0101000020E61000007E8CB96B09155FC04694F6065F204640,8756892,POINT (393925.931658253 4900820.873502764),42743.466574274025
11328,367412830,2016-01-13 09:07:34,44.25393,-124.32787,0.6,27.2,511.0,,,,,under way using engine,,,,,0101000020E6100000BBD573D2FB145FC094BC3AC780204640,8758263,POINT (393994.0439445436 4900934.207126398),42626.33909530893
11336,367412830,2016-01-13 08:03:45,44.22775,-124.34116,8.2,-58.9,511.0,,,,,under way using engine,,,,,0101000020E610000004ADC090D5155FC0FED478E9261D4640,8758866,POINT (392885.5794303337 4898043.55464641),45585.94368617849
11368,367412830,2016-01-13 09:18:55,44.25733,-124.32481,1.1,29.2,511.0,,,,,under way using engine,,,,,0101000020E61000007BDAE1AFC9145FC0CD237F30F0204640,8760728,POINT (394244.4246867909 4901307.910418398),42239.39733395353
11375,367412830,2016-01-13 08:07:34,44.23403,-124.34308,2.1,8.0,511.0,,,,,under way using engine,,,,,0101000020E610000059FAD005F5155FC03524EEB1F41D4640,8760885,POINT (392743.6418600194 4898743.600118453),44899.60993585619
11424,367412830,2016-01-13 08:13:34,44.23647,-124.34239,5.0,36.0,511.0,,,,,under way using engine,,,,,0101000020E61000008E1EBFB7E9155FC0183E22A6441E4640,8764107,POINT (392803.1749392783 4899013.717863738),44625.50727927974
11431,367412830,2016-01-13 07:48:55,44.19762,-124.33084,8.5,-63.8,511.0,,,,,under way using engine,,,,,0101000020E61000005A0D897B2C155FC08C84B69C4B194640,8764223,POINT (393655.5956193267 4894683.522536912),48886.14083815863
11434,367412830,2016-01-13 07:50:04,44.20007,-124.33181,9.3,-62.7,511.0,,,,,under way using engine,,,,,0101000020E6100000179F02603C155FC09274CDE49B194640,8764262,POINT (393582.4953085486 4894956.906124497),48617.480722641434
11449,367412830,2016-01-13 09:29:26,44.26055,-124.322,4.9,16.0,511.0,,,,,under way using engine,,,,,0101000020E6100000F853E3A59B145FC0857CD0B359214640,8764791,POINT (394474.4999216207 4901661.951123837),41874.311375839534
11457,367412830,2016-01-13 08:17:55,44.23797,-124.34127,1.1,30.0,511.0,,,,,under way using engine,,,,,0101000020E6100000C746205ED7155FC0EDB60BCD751E4640,8765564,POINT (392895.3346742742 4899178.86629859),44453.432263411465
11487,367412830,2016-01-13 09:15:26,44.25624,-124.32571,2.8,33.9,511.0,,,,,under way using engine,,,,,0101000020E6100000BB7EC16ED8145FC0A9F6E978CC204640,8767412,POINT (394170.6247303307 4901188.000094478),42363.066316253804
11491,367412830,2016-01-13 08:54:16,44.24986,-124.33122,0.7,46.6,511.0,,,,,under way using engine,,,,,0101000020E6100000FEF15EB532155FC00E4A9869FB1F4640,8767627,POINT (393719.2760458747 4900486.469271014),43089.93525149494
11524,367412830,2016-01-13 09:00:35,44.2518,-124.32953,1.1,41.0,511.0,,,,,under way using engine,,,,,0101000020E61000004243FF0417155FC000917EFB3A204640,8769675,POINT (393857.6911694497 4900699.765418811),42868.449803085554
11546,367412830,2016-01-13 08:28:56,44.24168,-124.33832,1.7,37.4,511.0,,,,,under way using engine,,,,,0101000020E61000004BE5ED08A7155FC0740CC85EEF1E4640,8770788,POINT (393137.6192952419 4899587.104717136),44027.57770839709
11561,367412830,2016-01-13 09:39:54,44.26367,-124.31926,2.8,30.2,511.0,,,,,under way using engine,,,,,0101000020E6100000F1BA7EC16E145FC0D97745F0BF214640,8771621,POINT (394698.7851449836 4902004.982112207),41521.554287337014
11568,367412830,2016-01-13 08:04:54,44.23002,-124.34197,7.8,-55.5,511.0,,,,,under way using engine,,,,,0101000020E6100000A48D23D6E2155FC085B69C4B711D4640,8771899,POINT (392825.0068101213 4898296.747420204),45338.349967726084
11608,367412830,2016-01-13 09:31:55,44.26127,-124.3213,1.7,8.8,511.0,,,,,under way using engine,,,,,0101000020E61000001B0DE02D90145FC085B69C4B71214640,8773771,POINT (394531.6634145987 4901741.024474205),41792.65130572303
11610,367412830,2016-01-13 09:33:35,44.26174,-124.32093,4.4,18.4,511.0,,,,,under way using engine,,,,,0101000020E61000008A93FB1D8A145FC00C0742B280214640,8773789,POINT (394562.0377184596 4901792.753747544),41739.585387280924
11617,367412830,2016-01-13 09:48:16,44.26622,-124.31708,3.8,26.6,511.0,,,,,under way using engine,,,,,0101000020E6100000CE8DE9094B145FC043C5387F13224640,8774351,POINT (394877.3353495402 4902285.425631498),41234.12809140472
11663,367412830,2016-01-13 08:11:15,44.23566,-124.34298,0.9,35.4,511.0,,,,,under way using engine,,,,,0101000020E6100000A7CB6262F3155FC0D97C5C1B2A1E4640,8778252,POINT (392754.5887014555 4898924.518902536),44718.40600630409
11665,367412830,2016-01-13 08:14:55,44.23695,-124.34203,0.7,19.1,511.0,,,,,under way using engine,,,,,0101000020E61000000E10CCD1E3155FC0C364AA60541E4640,8778305,POINT (392832.7943091905 4899066.5631379),44570.420024514664
11669,367412830,2016-01-13 09:54:35,44.26799,-124.31533,2.9,27.3,511.0,,,,,under way using engine,,,,,0101000020E6100000A75CE15D2E145FC0D8D30E7F4D224640,8778596,POINT (395020.1630472627 4902479.786244481),41034.653466336655
11689,367412830,2016-01-13 09:17:35,44.25688,-124.3252,0.3,32.2,511.0,,,,,under way using engine,,,,,0101000020E6100000302AA913D0145FC08D7F9F71E1204640,8780301,POINT (394212.4850749887 4901258.429823298),42290.49488635965
11726,367412830,2016-01-13 09:22:45,44.25855,-124.32378,1.3,34.8,511.0,,,,,under way using engine,,,,,0101000020E610000054C6BFCFB8145FC0BE30992A18214640,8782720,POINT (394328.8322624628 4901442.093758504),42101.04323360317
11757,367412830,2016-01-13 08:32:35,44.24277,-124.33719,2.6,39.5,511.0,,,,,under way using engine,,,,,0101000020E610000073A25D8594155FC097395D16131F4640,8784706,POINT (393229.8199138619 4899706.704622228),43901.44061972317
11775,367412830,2016-01-13 09:53:25,44.26767,-124.3156,1.4,92.0,511.0,,,,,under way using engine,,,,,0101000020E610000087A757CA32145FC0670FB40243224640,8785895,POINT (394998.0437818162 4902444.588031922),41070.61114147852
11776,367412830,2016-01-13 08:31:16,44.24239,-124.33758,1.1,32.7,511.0,,,,,under way using engine,,,,,0101000020E610000028F224E99A155FC05070B1A2061F4640,8785962,POINT (393197.9919482869 4899665.003967757),43945.379057810096
11831,367412830,2016-01-13 09:27:04,44.25982,-124.32261,0.5,14.4,511.0,,,,,under way using engine,,,,,0101000020E610000034D769A4A5145FC0616C21C841214640,8788670,POINT (394424.5013409123 4901581.651756269),41956.91587311021
